name,position,team,GW,total_points,goals_scored,assists,goals_conceded,saves,ict_index,minutes,transfers_in,value,was_home,fix_difficulty,selected
Alexis Mac Allister,MID,Liverpool,14,9,1,0,2,0,5.1,64,3745,58,1,5.0,315310
Alexis Mac Allister,MID,Liverpool,15,1,0,0,0,0,1.3,58,19630,58,0,4.0,333965
Alexis Mac Allister,MID,Liverpool,21,3,0,0,0,0,8.3,90,5445,58,0,4.0,283375
Alexis Mac Allister,MID,Liverpool,22,2,0,0,1,0,4.8,90,2851,58,1,5.0,283273
Alexis Mac Allister,MID,Liverpool,23,2,0,0,3,0,4.8,90,1451,58,0,4.0,283228
Alexis Mac Allister,MID,Liverpool,24,2,0,0,1,0,2.0,90,9450,58,1,5.0,290851
Alexis Mac Allister,MID,Liverpool,27,6,0,1,0,0,11.9,90,16929,58,0,4.0,327048
Alexis Mac Allister,MID,Liverpool,28,10,1,0,1,0,8.7,90,13055,58,1,5.0,334299
Alexis Mac Allister,MID,Liverpool,30,4,0,1,1,0,11.7,90,55215,58,1,5.0,397877
Alexis Mac Allister,MID,Liverpool,31,10,1,0,1,0,9.8,90,62946,58,1,5.0,454423
Alexis Mac Allister,MID,Liverpool,32,2,0,0,2,0,3.8,90,80678,59,0,4.0,528794
Alexis Mac Allister,MID,Liverpool,33,2,0,0,1,0,6.0,90,82955,59,1,5.0,597288
Alexis Mac Allister,MID,Liverpool,35,1,0,0,2,0,10.4,90,4645,59,0,4.0,525182
Alexis Mac Allister,MID,Liverpool,36,2,0,0,1,0,2.8,74,2758,59,1,5.0,481965
Alexis Mac Allister,MID,Liverpool,37,2,0,0,3,0,3.6,90,2847,59,0,4.0,433062
Alexis Mac Allister,MID,Liverpool,38,9,1,0,0,0,11.0,69,7205,59,1,5.0,426095
Alfie Doughty,DEF,Luton,4,2,0,0,1,0,3.9,77,390,44,1,2.0,12293
Alfie Doughty,DEF,Luton,6,3,0,0,1,0,11.3,71,465,44,1,2.0,11031
Alfie Doughty,DEF,Luton,8,2,0,0,1,0,5.9,90,8293,44,1,2.0,23072
Alfie Doughty,DEF,Luton,9,1,0,0,2,0,2.4,90,6388,44,0,2.0,26325
Alfie Doughty,DEF,Luton,10,0,0,0,3,0,3.1,78,3232,44,0,2.0,26507
Alfie Doughty,DEF,Luton,11,2,0,0,1,0,3.7,90,920,44,1,2.0,24821
Alfie Doughty,DEF,Luton,12,2,0,0,1,0,2.7,72,1495,44,0,2.0,24977
Alfie Doughty,DEF,Luton,13,2,0,0,1,0,4.0,78,1819,44,1,2.0,24035
Alfie Doughty,DEF,Luton,15,8,0,2,3,0,7.9,87,279,44,1,2.0,22199
Alfie Doughty,DEF,Luton,16,0,0,0,2,0,1.7,90,2575,44,1,2.0,23549
Alfie Doughty,DEF,Luton,18,9,0,0,0,0,5.5,90,1824,44,1,2.0,26270
Alfie Doughty,DEF,Luton,19,7,1,0,2,0,9.1,78,29237,44,0,2.0,56063
Alfie Doughty,DEF,Luton,20,9,0,2,3,0,13.1,90,38700,44,1,2.0,90622
Alfie Doughty,DEF,Luton,21,5,0,1,1,0,6.1,90,340429,45,0,2.0,419655
Alfie Doughty,DEF,Luton,22,6,0,0,0,0,3.7,90,83623,45,1,2.0,470239
Alfie Doughty,DEF,Luton,23,3,0,1,4,0,3.9,78,40084,45,0,2.0,497814
Alfie Doughty,DEF,Luton,24,1,0,0,3,0,17.5,86,305975,46,1,2.0,797538
Alfie Doughty,DEF,Luton,27,5,0,1,3,0,7.9,90,93666,46,1,2.0,931952
Alfie Doughty,DEF,Luton,29,1,0,0,1,0,0.3,45,190203,47,1,2.0,2645597
Alfie Doughty,DEF,Luton,30,2,0,0,1,0,5.7,82,8697,47,0,2.0,1367133
Alfie Doughty,DEF,Luton,31,1,0,0,2,0,3.1,90,2886,47,0,2.0,1184960
Alfie Doughty,DEF,Luton,32,2,0,0,1,0,3.3,90,15757,46,1,2.0,1122130
Alfie Doughty,DEF,Luton,33,0,0,0,5,0,4.4,90,12683,46,0,2.0,1033843
Alfie Doughty,DEF,Luton,34,-1,0,0,5,0,3.9,90,18483,45,1,2.0,913097
Alfie Doughty,DEF,Luton,35,1,0,0,2,0,3.9,87,3730,45,0,2.0,835562
Alfie Doughty,DEF,Luton,36,2,0,0,1,0,14.4,90,8238,44,1,2.0,791698
Alfie Doughty,DEF,Luton,37,4,0,1,3,0,6.4,86,5497,43,0,2.0,676523
Alfie Doughty,DEF,Luton,38,5,1,0,4,0,8.9,90,14780,43,1,2.0,675429
Alfie Gilchrist,DEF,Chelsea,34,-1,0,0,5,0,1.6,77,2739,40,0,3.0,7421
Alisson Ramses Becker,GK,Liverpool,1,3,0,0,1,4,2.6,90,0,55,0,4.0,716489
Alisson Ramses Becker,GK,Liverpool,2,2,0,0,1,4,2.9,90,66646,55,1,5.0,894466
Alisson Ramses Becker,GK,Liverpool,3,5,0,0,1,7,5.0,90,19620,55,0,4.0,858867
Alisson Ramses Becker,GK,Liverpool,4,8,0,0,0,3,2.9,90,45393,55,1,5.0,911828
Alisson Ramses Becker,GK,Liverpool,5,2,0,0,1,1,0.9,90,118219,55,0,4.0,1063688
Alisson Ramses Becker,GK,Liverpool,6,3,0,0,1,3,2.6,90,50693,55,1,5.0,1092681
Alisson Ramses Becker,GK,Liverpool,7,4,0,0,2,8,4.8,90,22871,55,0,4.0,1078956
Alisson Ramses Becker,GK,Liverpool,8,1,0,0,2,1,1.2,90,38918,55,0,4.0,1096494
Alisson Ramses Becker,GK,Liverpool,9,8,0,0,0,1,2.7,90,55994,55,1,5.0,1139323
Alisson Ramses Becker,GK,Liverpool,10,7,0,0,0,1,1.5,90,88498,55,1,5.0,1221340
Alisson Ramses Becker,GK,Liverpool,11,6,0,0,1,4,2.9,90,69015,56,0,4.0,1283080
Alisson Ramses Becker,GK,Liverpool,12,7,0,0,0,3,2.4,90,38139,56,1,5.0,1304429
Alisson Ramses Becker,GK,Liverpool,13,3,0,0,1,4,2.8,90,76466,56,0,4.0,1367703
Alisson Ramses Becker,GK,Liverpool,16,3,0,0,1,3,2.4,90,11137,56,0,4.0,1003592
Alisson Ramses Becker,GK,Liverpool,17,6,0,0,0,2,2.3,90,80404,56,1,5.0,1090993
Alisson Ramses Becker,GK,Liverpool,18,2,0,0,1,1,1.5,90,40808,56,1,5.0,1120359
Alisson Ramses Becker,GK,Liverpool,19,6,0,0,0,0,0.5,90,58783,56,0,4.0,1182431
Alisson Ramses Becker,GK,Liverpool,20,1,0,0,2,1,1.0,90,59292,56,1,5.0,1226786
Alisson Ramses Becker,GK,Liverpool,21,6,0,0,0,1,1.1,90,246878,57,0,4.0,1469419
Alisson Ramses Becker,GK,Liverpool,22,2,0,0,1,2,1.4,90,95197,57,1,5.0,1535321
Alisson Ramses Becker,GK,Liverpool,23,2,0,0,3,4,3.1,90,21089,57,0,4.0,1532542
Alisson Ramses Becker,GK,Liverpool,33,3,0,0,1,3,2.7,90,1843,57,1,5.0,912408
Alisson Ramses Becker,GK,Liverpool,35,3,0,0,2,6,4.5,90,13237,57,0,4.0,1014402
Alisson Ramses Becker,GK,Liverpool,36,2,0,0,2,4,2.8,90,11229,57,1,5.0,1011562
Alisson Ramses Becker,GK,Liverpool,37,1,0,0,3,2,1.7,90,10812,57,0,4.0,996860
Alisson Ramses Becker,GK,Liverpool,38,6,0,0,0,2,1.5,90,59360,57,1,5.0,1058813
Alphonse Areola,GK,West Ham,1,3,0,0,1,4,2.1,90,0,40,0,2.0,1900454
Alphonse Areola,GK,West Ham,2,10,0,0,1,3,3.8,90,93606,40,1,3.0,2110039
Alphonse Areola,GK,West Ham,3,5,0,0,1,9,5.8,90,186702,40,0,2.0,2325077
Alphonse Areola,GK,West Ham,4,2,0,0,1,0,0.2,90,301435,41,0,2.0,2672692
Alphonse Areola,GK,West Ham,5,4,0,0,3,10,7.6,90,218857,41,1,3.0,2862415
Alphonse Areola,GK,West Ham,6,2,0,0,3,4,2.9,90,164222,41,0,2.0,3007688
Alphonse Areola,GK,West Ham,7,6,0,0,0,2,1.6,90,193546,42,1,3.0,3189975
Alphonse Areola,GK,West Ham,8,1,0,0,2,1,1.1,90,337124,42,1,3.0,3467090
Alphonse Areola,GK,West Ham,9,1,0,0,4,3,3.1,90,132449,42,0,2.0,3580526
Alphonse Areola,GK,West Ham,10,3,0,0,1,3,2.2,90,207460,42,1,3.0,3767525
Alphonse Areola,GK,West Ham,11,1,0,0,3,2,1.0,90,66295,43,0,2.0,3798638
Alphonse Areola,GK,West Ham,12,2,0,0,2,3,2.3,90,54656,43,1,3.0,3823410
Alphonse Areola,GK,West Ham,13,3,0,0,1,4,3.3,90,89003,43,0,2.0,3897797
Alphonse Areola,GK,West Ham,14,2,0,0,1,1,0.8,90,61252,43,1,3.0,3924427
Alphonse Areola,GK,West Ham,18,8,0,0,0,3,1.9,90,10803,42,1,3.0,3391533
Alphonse Areola,GK,West Ham,19,10,0,0,0,8,5.9,90,28340,42,0,2.0,3419880
Alphonse Areola,GK,West Ham,20,11,0,0,0,8,6.1,90,111353,42,1,3.0,3521180
Alphonse Areola,GK,West Ham,21,3,0,0,1,4,2.3,90,350920,42,0,2.0,3855483
Alphonse Areola,GK,West Ham,22,3,0,0,1,3,2.8,90,83158,42,1,3.0,3898229
Alphonse Areola,GK,West Ham,23,1,0,0,1,2,0.8,45,20575,42,0,2.0,3879631
Alphonse Areola,GK,West Ham,24,0,0,0,6,6,3.9,90,33933,42,1,3.0,3839275
Alphonse Areola,GK,West Ham,25,3,0,0,2,6,4.5,90,41253,42,0,2.0,3723933
Alphonse Areola,GK,West Ham,26,2,0,0,2,5,3.3,90,49068,42,1,3.0,3729300
Alphonse Areola,GK,West Ham,27,13,0,0,1,9,8.0,90,42023,42,0,2.0,3787456
Alphonse Areola,GK,West Ham,28,2,0,0,2,3,2.2,90,157198,43,1,3.0,3931586
Alphonse Areola,GK,West Ham,29,3,0,0,1,4,2.8,90,57977,43,1,3.0,3753333
Alphonse Areola,GK,West Ham,30,2,0,0,1,3,2.0,45,39456,43,0,2.0,3869497
Alphonse Areola,GK,West Ham,35,1,0,0,2,7,5.3,90,12638,42,1,3.0,2544559
Alphonse Areola,GK,West Ham,36,3,0,0,5,9,6.7,90,14146,42,0,2.0,2512104
Alphonse Areola,GK,West Ham,37,2,0,0,1,0,0.5,90,24634,42,1,3.0,2465787
Alphonse Areola,GK,West Ham,38,4,0,0,3,9,5.6,90,10846,42,0,2.0,2417752
Amad Diallo,MID,Man Utd,20,1,0,0,2,0,4.3,36,29,44,0,3.0,2036
Amad Diallo,MID,Man Utd,33,1,0,0,0,0,0.9,45,84,44,0,3.0,2630
Amad Diallo,MID,Man Utd,34,1,0,0,0,0,2.4,35,113,44,1,4.0,2668
Amad Diallo,MID,Man Utd,38,3,0,0,0,0,3.5,74,9861,44,0,3.0,13463
Amadou Onana,MID,Everton,1,2,0,0,1,0,6.7,90,0,50,1,2.0,20548
Amadou Onana,MID,Everton,2,2,0,0,4,0,1.0,90,1310,50,0,2.0,22932
Amadou Onana,MID,Everton,3,2,0,0,1,0,3.3,90,768,50,1,2.0,21092
Amadou Onana,MID,Everton,4,2,0,0,2,0,2.0,90,1558,49,0,2.0,20560
Amadou Onana,MID,Everton,5,2,0,0,1,0,0.7,90,796,49,1,2.0,19177
Amadou Onana,MID,Everton,6,2,0,0,1,0,2.8,76,914,49,0,2.0,18970
Amadou Onana,MID,Everton,7,2,0,0,2,0,7.8,90,1524,49,1,2.0,19374
Amadou Onana,MID,Everton,8,3,0,0,0,0,7.1,90,887,48,1,2.0,18929
Amadou Onana,MID,Everton,9,2,0,0,1,0,0.6,79,1174,48,0,2.0,19020
Amadou Onana,MID,Everton,10,3,0,0,0,0,3.3,90,1342,48,0,2.0,19274
Amadou Onana,MID,Everton,12,0,0,0,1,0,0.2,45,134,48,0,2.0,18841
Amadou Onana,MID,Everton,16,1,0,0,0,0,1.9,45,19,47,1,2.0,15489
Amadou Onana,MID,Everton,17,11,1,0,0,0,9.0,90,443,47,0,2.0,15596
Amadou Onana,MID,Everton,18,1,0,0,2,0,2.1,78,2113,47,0,2.0,17624
Amadou Onana,MID,Everton,19,2,0,0,3,0,0.8,90,989,47,1,2.0,18039
Amadou Onana,MID,Everton,20,2,0,0,3,0,2.1,90,697,47,0,2.0,17968
Amadou Onana,MID,Everton,21,3,0,0,0,0,3.2,90,1096,47,1,2.0,17907
Amadou Onana,MID,Everton,26,0,0,0,1,0,0.9,41,1218,47,0,2.0,17627
Amadou Onana,MID,Everton,27,2,0,0,3,0,6.5,90,322,47,1,2.0,16866
Amadou Onana,MID,Everton,28,1,0,0,2,0,5.6,90,350,47,0,2.0,16878
Amadou Onana,MID,Everton,30,1,0,0,1,0,1.3,78,448,47,0,2.0,17069
Amadou Onana,MID,Everton,31,2,0,0,1,0,2.7,60,116,47,0,2.0,16801
Amadou Onana,MID,Everton,33,1,0,0,4,0,0.7,45,43,47,0,2.0,16204
Amadou Onana,MID,Everton,36,1,0,0,0,0,1.4,35,219,47,0,2.0,16249
Amadou Onana,MID,Everton,37,3,0,0,0,0,3.8,90,380,47,1,2.0,16402
Amadou Onana,MID,Everton,38,2,0,0,2,0,2.3,90,288,47,0,2.0,16478
Amari'i Bell,DEF,Luton,1,0,0,0,4,0,0.0,90,0,40,0,2.0,773157
Amari'i Bell,DEF,Luton,3,1,0,0,3,0,3.1,90,15992,40,0,2.0,709311
Amari'i Bell,DEF,Luton,4,1,0,0,2,0,1.5,90,8086,40,1,2.0,650293
Amari'i Bell,DEF,Luton,5,2,0,0,1,0,4.5,90,17822,40,0,2.0,623741
Amari'i Bell,DEF,Luton,6,2,0,0,1,0,3.2,90,16095,40,1,2.0,607684
Amari'i Bell,DEF,Luton,13,2,0,0,1,0,6.7,90,2082,39,1,2.0,316847
Amari'i Bell,DEF,Luton,14,1,0,0,3,0,2.4,90,4770,39,0,2.0,318215
Amari'i Bell,DEF,Luton,15,0,0,0,4,0,3.4,90,10671,39,1,2.0,326286
Amari'i Bell,DEF,Luton,16,1,0,0,2,0,1.9,90,5587,39,1,2.0,326214
Amari'i Bell,DEF,Luton,18,7,0,0,0,0,2.6,75,2315,39,1,2.0,317449
Amari'i Bell,DEF,Luton,19,1,0,0,2,0,2.2,90,13185,39,0,2.0,329744
Amari'i Bell,DEF,Luton,20,1,0,0,3,0,2.6,90,19624,39,1,2.0,340517
Amari'i Bell,DEF,Luton,21,2,0,0,1,0,1.9,90,27225,39,0,2.0,336627
Amari'i Bell,DEF,Luton,22,6,0,0,0,0,2.1,90,10667,39,1,2.0,337549
Amari'i Bell,DEF,Luton,23,0,0,0,4,0,1.6,90,13181,39,0,2.0,346257
Amari'i Bell,DEF,Luton,24,3,0,0,3,0,3.8,90,23813,39,1,2.0,361634
Ameen Al-Dakhil,DEF,Burnley,1,1,0,0,3,0,0.0,90,0,40,1,2.0,41402
Ameen Al-Dakhil,DEF,Burnley,3,1,0,0,3,0,2.1,90,11032,40,1,2.0,60613
Ameen Al-Dakhil,DEF,Burnley,4,0,0,0,5,0,0.9,90,6700,40,1,2.0,62030
Ameen Al-Dakhil,DEF,Burnley,5,2,0,0,1,0,2.6,90,5856,40,0,2.0,62946
Ameen Al-Dakhil,DEF,Burnley,6,2,0,0,1,0,3.3,90,4711,40,1,2.0,63670
Ameen Al-Dakhil,DEF,Burnley,8,-1,0,0,1,0,0.1,45,14506,40,1,2.0,84160
Ameen Al-Dakhil,DEF,Burnley,9,1,0,0,3,0,1.7,90,3832,40,0,2.0,78714
Ameen Al-Dakhil,DEF,Burnley,10,0,0,0,2,0,1.6,90,6791,40,0,2.0,80900
Ameen Al-Dakhil,DEF,Burnley,21,2,0,0,1,0,4.9,90,39604,38,1,2.0,86340
Ameen Al-Dakhil,DEF,Burnley,22,7,1,0,3,0,8.5,90,18165,38,0,2.0,99214
Anass Zaroury,MID,Burnley,10,2,0,0,1,0,1.4,67,59,48,0,2.0,3625
Andre Brooks,MID,Sheffield Utd,15,2,0,0,1,0,0.8,73,89,44,1,2.0,3546
Andre Brooks,MID,Sheffield Utd,16,3,0,0,0,0,0.8,72,211,44,1,2.0,3668
Andre Brooks,MID,Sheffield Utd,17,1,0,0,1,0,0.3,57,280,44,0,2.0,3785
Andre Brooks,MID,Sheffield Utd,18,1,0,0,0,0,1.5,57,127,44,0,2.0,3753
Andre Brooks,MID,Sheffield Utd,19,1,0,0,1,0,1.4,45,249,44,1,2.0,3916
Andre Brooks,MID,Sheffield Utd,20,2,0,0,2,0,0.0,79,326,44,0,2.0,4020
Andre Brooks,MID,Sheffield Utd,21,1,0,0,2,0,4.2,79,284,44,1,2.0,3866
Andre Brooks,MID,Sheffield Utd,22,1,0,0,1,0,2.9,45,132,44,0,2.0,3837
Andre Brooks,MID,Sheffield Utd,23,1,0,0,5,0,0.1,49,72,44,1,2.0,3789
Andre Brooks,MID,Sheffield Utd,27,1,0,0,1,0,0.6,45,41,44,1,2.0,3716
Andre Brooks,MID,Sheffield Utd,35,2,0,0,4,0,1.3,69,26,44,0,2.0,3488
Andre Brooks,MID,Sheffield Utd,36,2,0,0,3,0,2.3,65,31,44,1,2.0,3478
Andre Brooks,MID,Sheffield Utd,37,1,0,0,1,0,3.4,54,96,44,0,2.0,3527
Andreas Hoelgebaum Pereira,MID,Fulham,1,4,0,1,0,0,0.3,32,0,55,0,2.0,93427
Andreas Hoelgebaum Pereira,MID,Fulham,2,2,0,0,2,0,2.0,67,13051,55,1,3.0,105836
Andreas Hoelgebaum Pereira,MID,Fulham,3,8,1,0,0,0,5.2,62,3081,55,0,2.0,90370
Andreas Hoelgebaum Pereira,MID,Fulham,4,1,0,0,5,0,2.3,90,6122,55,0,2.0,84928
Andreas Hoelgebaum Pereira,MID,Fulham,5,3,0,0,0,0,7.4,80,55511,55,1,3.0,134032
Andreas Hoelgebaum Pereira,MID,Fulham,6,3,0,0,0,0,4.5,74,9202,55,0,2.0,122677
Andreas Hoelgebaum Pereira,MID,Fulham,7,1,0,0,2,0,3.6,74,5801,55,1,3.0,109299
Andreas Hoelgebaum Pereira,MID,Fulham,8,5,0,1,1,0,5.1,70,26443,55,1,3.0,127555
Andreas Hoelgebaum Pereira,MID,Fulham,9,1,0,0,1,0,3.4,45,3369,55,0,2.0,107342
Andreas Hoelgebaum Pereira,MID,Fulham,10,1,0,0,0,0,4.4,32,1065,55,0,2.0,91887
Andreas Hoelgebaum Pereira,MID,Fulham,11,3,0,0,0,0,10.4,80,1974,54,1,3.0,84098
Andreas Hoelgebaum Pereira,MID,Fulham,12,2,0,0,3,0,3.9,73,1101,54,0,2.0,77596
Andreas Hoelgebaum Pereira,MID,Fulham,13,2,0,0,2,0,3.4,75,2511,53,1,3.0,75230
Andreas Hoelgebaum Pereira,MID,Fulham,14,2,0,0,2,0,5.6,61,637,53,0,2.0,70368
Andreas Hoelgebaum Pereira,MID,Fulham,15,15,0,3,0,0,10.8,90,2311,53,1,3.0,70130
Andreas Hoelgebaum Pereira,MID,Fulham,16,6,0,1,0,0,10.6,90,16073,53,1,3.0,84991
Andreas Hoelgebaum Pereira,MID,Fulham,17,2,0,0,1,0,1.5,60,26349,53,0,2.0,107589
Andreas Hoelgebaum Pereira,MID,Fulham,18,2,0,0,1,0,2.4,64,42073,53,1,3.0,150539
Andreas Hoelgebaum Pereira,MID,Fulham,19,1,0,0,2,0,4.7,82,15074,53,0,2.0,144284
Andreas Hoelgebaum Pereira,MID,Fulham,21,2,0,0,1,0,5.7,81,9032,53,0,2.0,105154
Andreas Hoelgebaum Pereira,MID,Fulham,22,3,0,0,0,0,7.3,90,9966,53,1,3.0,103788
Andreas Hoelgebaum Pereira,MID,Fulham,23,4,0,1,1,0,13.4,84,7276,53,0,2.0,103276
Andreas Hoelgebaum Pereira,MID,Fulham,24,2,0,0,1,0,0.7,84,8401,53,1,3.0,102332
Andreas Hoelgebaum Pereira,MID,Fulham,25,2,0,0,2,0,7.2,74,2609,53,1,3.0,89721
Andreas Hoelgebaum Pereira,MID,Fulham,26,2,0,0,0,0,10.0,67,2750,53,0,2.0,86433
Andreas Hoelgebaum Pereira,MID,Fulham,27,3,0,0,0,0,3.4,68,3531,53,1,3.0,84976
Andreas Hoelgebaum Pereira,MID,Fulham,28,2,0,0,1,0,3.5,61,4199,53,0,2.0,84312
Andreas Hoelgebaum Pereira,MID,Fulham,29,3,0,0,0,0,6.8,71,12407,53,1,3.0,130810
Andreas Hoelgebaum Pereira,MID,Fulham,30,5,0,1,3,0,12.8,84,7199,53,0,2.0,93033
Andreas Hoelgebaum Pereira,MID,Fulham,31,6,0,1,3,0,14.7,70,6846,53,0,2.0,95617
Andreas Hoelgebaum Pereira,MID,Fulham,32,3,0,0,0,0,9.7,64,4135,53,1,3.0,93143
Andreas Hoelgebaum Pereira,MID,Fulham,33,15,2,0,0,0,19.6,73,2083,53,0,2.0,87953
Andreas Hoelgebaum Pereira,MID,Fulham,34,2,0,0,3,0,1.6,90,14660,53,1,3.0,96747
Andreas Hoelgebaum Pereira,MID,Fulham,35,3,0,0,0,0,3.3,84,10585,53,1,3.0,101239
Andreas Hoelgebaum Pereira,MID,Fulham,36,3,0,0,0,0,4.8,74,5402,53,0,2.0,100303
Andreas Hoelgebaum Pereira,MID,Fulham,37,2,0,0,3,0,0.5,73,4400,53,1,3.0,93753
Andrew Omobamidele,DEF,Nott'm Forest,21,1,0,0,3,0,1.8,90,70,45,0,2.0,2144
Andrew Omobamidele,DEF,Nott'm Forest,22,1,0,0,2,0,1.1,90,123,45,1,2.0,2357
Andrew Omobamidele,DEF,Nott'm Forest,23,1,0,0,1,0,4.3,90,50,45,0,2.0,2395
Andrew Omobamidele,DEF,Nott'm Forest,26,1,0,0,1,0,0.3,45,71,45,0,2.0,2761
Andrew Omobamidele,DEF,Nott'm Forest,27,2,0,0,1,0,3.8,90,34,45,1,2.0,2806
Andrew Omobamidele,DEF,Nott'm Forest,28,-1,0,0,1,0,1.0,90,110,45,0,2.0,2970
Andrew Omobamidele,DEF,Nott'm Forest,31,2,0,0,1,0,1.9,90,35,45,1,2.0,3647
Andrew Omobamidele,DEF,Nott'm Forest,32,1,0,0,3,0,2.1,90,32,45,0,2.0,3651
Andrew Omobamidele,DEF,Nott'm Forest,33,1,0,0,2,0,2.3,90,65,45,1,2.0,3737
Andrew Robertson,DEF,Liverpool,1,2,0,0,1,0,4.1,90,0,65,0,4.0,293741
Andrew Robertson,DEF,Liverpool,2,2,0,0,1,0,7.0,90,48897,65,1,5.0,392028
Andrew Robertson,DEF,Liverpool,3,2,0,0,1,0,3.2,90,30615,65,0,4.0,395601
Andrew Robertson,DEF,Liverpool,4,6,0,0,0,0,4.4,90,30508,65,1,5.0,416484
Andrew Robertson,DEF,Liverpool,5,11,1,0,1,0,11.1,90,79540,65,0,4.0,504069
Andrew Robertson,DEF,Liverpool,6,2,0,0,1,0,8.8,90,161365,66,1,5.0,671040
Andrew Robertson,DEF,Liverpool,7,0,0,0,2,0,9.2,90,51171,66,0,4.0,680192
Andrew Robertson,DEF,Liverpool,8,1,0,0,2,0,4.9,90,47357,66,0,4.0,680677
Andrew Robertson,DEF,Liverpool,23,0,0,0,2,0,0.5,32,6678,64,0,4.0,248922
Andrew Robertson,DEF,Liverpool,24,2,0,0,1,0,11.6,90,37548,64,1,5.0,282628
Andrew Robertson,DEF,Liverpool,27,0,0,0,0,0,7.7,59,17715,64,0,4.0,407346
Andrew Robertson,DEF,Liverpool,32,1,0,0,2,0,9.2,90,18567,64,0,4.0,343272
Andrew Robertson,DEF,Liverpool,33,2,0,0,1,0,10.3,90,43251,64,1,5.0,383981
Andrew Robertson,DEF,Liverpool,35,9,1,0,2,0,18.0,90,11663,65,0,4.0,489743
Andrew Robertson,DEF,Liverpool,36,13,1,0,0,0,10.1,63,21022,65,1,5.0,496293
Andrew Robertson,DEF,Liverpool,38,8,0,0,0,0,13.5,90,10973,65,1,5.0,451372
Andros Townsend,MID,Luton,10,1,0,0,1,0,5.3,33,372,50,0,2.0,481
Andros Townsend,MID,Luton,11,3,0,0,0,0,0.7,60,189,50,1,2.0,619
Andros Townsend,MID,Luton,12,2,0,0,1,0,2.6,60,406,50,0,2.0,957
Andros Townsend,MID,Luton,13,3,0,0,0,0,0.1,60,564,50,1,2.0,1335
Andros Townsend,MID,Luton,15,5,0,1,3,0,3.2,61,284,50,1,2.0,1662
Andros Townsend,MID,Luton,16,5,0,1,2,0,4.7,71,326,50,1,2.0,1626
Andros Townsend,MID,Luton,18,11,1,0,0,0,10.7,80,366,50,1,2.0,2467
Andros Townsend,MID,Luton,19,2,0,0,2,0,5.5,83,24544,50,0,2.0,27591
Andros Townsend,MID,Luton,20,2,0,0,2,0,2.3,61,6957,50,1,2.0,25829
Andros Townsend,MID,Luton,21,2,0,0,1,0,2.9,63,6153,50,0,2.0,23531
Andros Townsend,MID,Luton,27,1,0,0,2,0,0.2,52,210,50,1,2.0,8804
Andros Townsend,MID,Luton,30,2,0,0,2,0,3.5,90,89,50,0,2.0,9082
Andros Townsend,MID,Luton,31,2,0,0,2,0,2.9,80,119,50,0,2.0,8589
Andros Townsend,MID,Luton,32,2,0,0,1,0,5.0,61,138,50,1,2.0,8048
Andros Townsend,MID,Luton,33,1,0,0,1,0,1.1,58,181,50,0,2.0,7737
André Onana,GK,Man Utd,1,9,0,0,0,6,0.0,90,0,50,1,4.0,2252615
André Onana,GK,Man Utd,2,2,0,0,2,5,4.0,90,158228,50,0,3.0,2684767
André Onana,GK,Man Utd,3,0,0,0,2,2,1.4,90,117188,50,1,4.0,2756246
André Onana,GK,Man Utd,4,0,0,0,3,2,2.2,90,32976,50,0,3.0,2491621
André Onana,GK,Man Utd,5,2,0,0,3,5,4.1,90,31086,50,1,4.0,2297688
André Onana,GK,Man Utd,6,7,0,0,0,4,3.2,90,29632,49,0,3.0,2124558
André Onana,GK,Man Utd,7,2,0,0,1,1,1.0,90,41934,49,1,4.0,2063287
André Onana,GK,Man Utd,8,2,0,0,1,2,1.6,90,11159,49,1,4.0,1795903
André Onana,GK,Man Utd,9,3,0,0,1,5,3.2,90,17481,49,0,3.0,1686805
André Onana,GK,Man Utd,10,2,0,0,3,7,4.9,90,6453,48,1,4.0,1526546
André Onana,GK,Man Utd,11,6,0,0,0,2,1.6,90,23694,48,0,3.0,1484326
André Onana,GK,Man Utd,12,8,0,0,0,4,2.3,90,37188,48,1,4.0,1500552
André Onana,GK,Man Utd,13,9,0,0,0,6,5.1,90,48197,48,0,3.0,1491238
André Onana,GK,Man Utd,14,3,0,0,1,3,2.4,90,69284,48,0,3.0,1530826
André Onana,GK,Man Utd,15,2,0,0,1,2,1.5,90,61393,48,1,4.0,1557197
André Onana,GK,Man Utd,16,1,0,0,3,1,1.7,90,110747,48,1,4.0,1655188
André Onana,GK,Man Utd,17,10,0,0,0,8,5.8,90,9390,48,0,3.0,1530286
André Onana,GK,Man Utd,18,2,0,0,2,3,3.2,90,34574,48,0,3.0,1553169
André Onana,GK,Man Utd,19,1,0,0,2,1,3.6,90,14161,48,1,4.0,1532686
André Onana,GK,Man Utd,20,1,0,0,2,0,0.5,90,26462,48,0,3.0,1515104
André Onana,GK,Man Utd,21,2,0,0,2,3,2.3,90,5029,48,1,4.0,1304806
André Onana,GK,Man Utd,22,1,0,0,3,3,2.0,90,2938,48,0,3.0,1251589
André Onana,GK,Man Utd,23,8,0,0,0,4,3.2,90,4139,48,1,4.0,1238867
André Onana,GK,Man Utd,24,4,0,0,1,8,6.0,90,19262,48,0,3.0,1240834
André Onana,GK,Man Utd,25,3,0,0,1,3,2.1,90,48496,48,0,3.0,1270316
André Onana,GK,Man Utd,26,2,0,0,2,3,2.1,90,79836,48,1,4.0,1373879
